stacode	iyear	idate	T_AVE	R
59065	1991	0807	28.8	6.3
59065	1991	0808	28.8	6.3
59065	1991	0809	28.8	6.4
59065	1991	0810	28.7	6.4
59065	1991	0811	28.7	6.3
59065	1991	0812	28.7	6.3
59065	1991	0813	28.6	6.3
59065	1991	0814	28.6	6.2
59065	1991	0815	28.6	6.1
59065	1991	0816	28.5	6
59065	1991	0817	28.5	5.9
59065	1991	0818	28.4	5.8
59065	1991	0819	28.4	5.6
59065	1991	0820	28.3	5.5
59065	1991	0821	28.3	5.3
59065	1991	0822	28.2	5.1
59065	1991	0823	28.2	5
59065	1991	0824	28.1	4.8
59065	1991	0825	28	4.6
59065	1991	0826	28	4.4
59065	1991	0827	27.9	4.2
59065	1991	0828	27.9	4.1
59065	1991	0829	27.8	3.9
59065	1991	0830	27.7	3.7
59065	1991	0831	27.7	3.5
59065	1991	0901	27.6	3.4
59065	1991	0902	27.5	3.2
59065	1991	0903	27.4	3.1
59065	1991	0904	27.4	3
59065	1991	0905	27.3	2.8
59065	1991	0906	27.2	2.7
59065	1991	0907	27.2	2.6
59065	1991	0908	27.1	2.5
59065	1991	0909	27	2.4
59065	1991	0910	26.9	2.4
59065	1991	0911	26.8	2.3
59065	1991	0912	26.8	2.3
59065	1991	0913	26.7	2.2
59065	1991	0914	26.6	2.2
59065	1991	0915	26.5	2.2
59065	1991	0916	26.4	2.2
59065	1991	0917	26.3	2.2
59065	1991	0918	26.2	2.2
59065	1991	0919	26.1	2.2
59065	1991	0920	26	2.2
59065	1991	0921	25.9	2.2
59065	1991	0922	25.7	2.2
59065	1991	0923	25.6	2.2
59065	1991	0924	25.5	2.2
59065	1991	0925	25.4	2.3
59065	1991	0926	25.2	2.3
59065	1991	0927	25.1	2.3
59065	1991	0928	24.9	2.3
59065	1991	0929	24.8	2.3
59065	1991	0930	24.6	2.3
59065	1991	1001	24.5	2.4
59065	1991	1002	24.3	2.4
59065	1991	1003	24.2	2.4
59065	1991	1004	24	2.4
59065	1991	1005	23.8	2.4
59065	1991	1006	23.7	2.4
59065	1991	1007	23.5	2.3
59065	1991	1008	23.4	2.3
59065	1991	1009	23.2	2.3
59065	1991	1010	23	2.3
59065	1991	1011	22.9	2.3
59065	1991	1012	22.7	2.2
59065	1991	1013	22.5	2.2
59065	1991	1014	22.4	2.2
59065	1991	1015	22.2	2.2
59065	1991	1016	22.1	2.1
59065	1991	1017	21.9	2.1
59065	1991	1018	21.8	2.1
59065	1991	1019	21.6	2
59065	1991	1020	21.5	2
59065	1991	1021	21.3	2
59065	1991	1022	21.2	2
59065	1991	1023	21	2
59065	1991	1024	20.9	2
59065	1991	1025	20.8	2
59065	1991	1026	20.6	2
59065	1991	1027	20.5	2
59065	1991	1028	20.3	2
59065	1991	1029	20.2	2
59065	1991	1030	20.1	2
59065	1991	1031	19.9	2
59065	1991	1101	19.8	2.1
59065	1991	1102	19.6	2.1
59065	1991	1103	19.5	2.1
59065	1991	1104	19.3	2.2
59065	1991	1105	19.1	2.2
59065	1991	1106	19	2.3
59065	1991	1107	18.8	2.3
59065	1991	1108	18.6	2.4
59065	1991	1109	18.4	2.4
59065	1991	1110	18.2	2.4
59065	1991	1111	18	2.5
59065	1991	1112	17.8	2.5
59065	1991	1113	17.6	2.6
59065	1991	1114	17.4	2.6
59065	1991	1115	17.2	2.6
59065	1991	1116	17	2.6
59065	1991	1117	16.7	2.6
59065	1991	1118	16.5	2.6
59065	1991	1119	16.3	2.6
59065	1991	1120	16.1	2.6
59065	1991	1121	15.8	2.6
59065	1991	1122	15.6	2.6
59065	1991	1123	15.4	2.6
59065	1991	1124	15.1	2.5
59065	1991	1125	14.9	2.5
59065	1991	1126	14.7	2.4
59065	1991	1127	14.5	2.4
59065	1991	1128	14.2	2.3
59065	1991	1129	14	2.2
59065	1991	1130	13.8	2.2
59065	1991	1201	13.6	2.1
59065	1991	1202	13.4	2
59065	1991	1203	13.3	1.9
59065	1991	1204	13.1	1.9
59065	1991	1205	12.9	1.8
59065	1991	1206	12.7	1.7
59065	1991	1207	12.6	1.7
59065	1991	1208	12.5	1.6
59065	1991	1209	12.3	1.5
59065	1991	1210	12.2	1.5
59065	1991	1211	12.1	1.4
59065	1991	1212	12	1.4
59065	1991	1213	11.9	1.4
59065	1991	1214	11.8	1.3
59065	1991	1215	11.7	1.3
59065	1991	1216	11.6	1.3
59065	1991	1217	11.5	1.3
59065	1991	1218	11.4	1.3
59065	1991	1219	11.3	1.3
59065	1991	1220	11.3	1.4
59065	1991	1221	11.2	1.4
59065	1991	1222	11.1	1.4
59065	1991	1223	11	1.5
59065	1991	1224	11	1.5
59065	1991	1225	10.9	1.6
59065	1991	1226	10.8	1.6
59065	1991	1227	10.8	1.7
59065	1991	1228	10.7	1.7
59065	1991	1229	10.6	1.8
59065	1991	1230	10.5	1.8
59065	1991	1231	10.4	1.9
59209	1991	0101	11.6	1.1
59209	1991	0102	12.1	1.1
59209	1991	0103	12.5	1.1
59209	1991	0104	12.3	1.1
59209	1991	0105	12.5	1.1
59209	1991	0106	12.2	1.1
59209	1991	0107	12.6	1.1
59209	1991	0108	11.8	1.1
59209	1991	0109	11.4	1.1
59209	1991	0110	12.2	1.1
59209	1991	0111	11.4	1.1
59209	1991	0112	11.3	1.1
59209	1991	0113	10.9	1
59209	1991	0114	10.6	1
59209	1991	0115	10.6	1
59209	1991	0116	11.1	0.9
59209	1991	0117	11.3	0.9
59209	1991	0118	11.4	0.9
59209	1991	0119	11.1	0.9
59209	1991	0120	11.2	0.8
59209	1991	0121	11.3	0.8
59209	1991	0122	11.7	0.8
59209	1991	0123	11.2	0.8
59209	1991	0124	11.3	0.7
59209	1991	0125	11	0.7
59209	1991	0126	10.2	0.7
59209	1991	0127	10.3	0.7
59209	1991	0128	10.9	0.7
59209	1991	0129	11.6	0.6
59209	1991	0130	11.6	0.6
59209	1991	0131	11.8	0.6
59209	1991	0201	11.8	0.6
59209	1991	0202	12	0.6
59209	1991	0203	12	0.6
59209	1991	0204	11.8	0.6
59209	1991	0205	12.2	0.6
59209	1991	0206	13.6	0.6
59209	1991	0207	13.6	0.6
59209	1991	0208	13.5	0.5
59209	1991	0209	13.2	0.5
59209	1991	0210	12.7	0.5
59209	1991	0211	13.2	0.5
59209	1991	0212	13.3	0.5
59209	1991	0213	13.8	0.5
59209	1991	0214	14.3	0.5
59209	1991	0215	14.4	0.5
59209	1991	0216	14.4	0.5
59209	1991	0217	14	0.5
59209	1991	0218	13.8	0.5
59209	1991	0219	13.9	0.5
59209	1991	0220	13.4	0.5
59209	1991	0221	13.9	0.5
59209	1991	0222	14.1	0.5
59209	1991	0223	14.3	0.5
59209	1991	0224	14.6	0.5
59209	1991	0225	14.7	0.6
59209	1991	0226	14.6	0.6
59209	1991	0227	14.8	0.6
59209	1991	0228	15.3	0.6
59209	1991	0229	15.3	0.6
59209	1991	0301	15.4	0.7
59209	1991	0302	15.4	0.7
59209	1991	0303	15.1	0.7
59209	1991	0304	15.7	0.8
59209	1991	0305	16.3	0.8
59209	1991	0306	15.7	0.9
59209	1991	0307	15.9	0.9
59209	1991	0308	16	1
59209	1991	0309	16	1
59209	1991	0310	15.7	1.1
59209	1991	0311	15.7	1.1
59209	1991	0312	16.3	1.2
59209	1991	0313	16.1	1.2
59209	1991	0314	16.4	1.3
59209	1991	0315	17.2	1.3
59209	1991	0316	17.5	1.4
59209	1991	0317	17.8	1.4
59209	1991	0318	17.6	1.5
59209	1991	0319	17.8	1.5
59209	1991	0320	18.4	1.5
59209	1991	0321	18.6	1.6
59209	1991	0322	18.3	1.6
59209	1991	0323	18.1	1.6
59209	1991	0324	17.4	1.6
59209	1991	0325	16.7	1.7
59209	1991	0326	17.1	1.7
59209	1991	0327	17.4	1.7
59209	1991	0328	17.9	1.7
59209	1991	0329	17.9	1.7
59209	1991	0330	18.4	1.7
59209	1991	0331	18.6	1.7
59209	1991	0401	18.5	1.7
59209	1991	0402	18.6	1.7
59209	1991	0403	19	1.7
59209	1991	0404	19	1.7
59209	1991	0405	19.4	1.7
59209	1991	0406	19.2	1.7
59209	1991	0407	19.7	1.7
59209	1991	0408	20.1	1.7
59209	1991	0409	20.6	1.7
59209	1991	0410	21.1	1.8
59209	1991	0411	20.9	1.8
59209	1991	0412	20.7	1.8
59209	1991	0413	20.7	1.9
59209	1991	0414	20.3	1.9
59209	1991	0415	20	2
59209	1991	0416	20.8	2
59209	1991	0417	21.2	2.1
59209	1991	0418	21.9	2.1
59209	1991	0419	22.6	2.2
59209	1991	0420	22.9	2.3
59209	1991	0421	23	2.4
59209	1991	0422	22.5	2.4
59209	1991	0423	22	2.5
59209	1991	0424	22	2.6
59209	1991	0425	21.6	2.7
59209	1991	0426	21.5	2.8
59209	1991	0427	21.4	2.9
59209	1991	0428	21.3	2.9
59209	1991	0429	22	3
59209	1991	0430	22.8	3.1
59209	1991	0501	23.1	3.2
59209	1991	0502	23.1	3.3
59209	1991	0503	23.3	3.3
59209	1991	0504	22.9	3.4
59209	1991	0505	22.7	3.5
59209	1991	0506	23.2	3.6
59209	1991	0507	23.4	3.7
59209	1991	0508	23.3	3.7
59209	1991	0509	23.3	3.8
59209	1991	0510	23.1	3.9
59209	1991	0511	23.2	4
59209	1991	0512	22.9	4.1
59209	1991	0513	23.3	4.2
59209	1991	0514	23.9	4.3
59209	1991	0515	23.8	4.4
59209	1991	0516	23.5	4.6
59209	1991	0517	23.5	4.7
59209	1991	0518	23.4	4.8
59209	1991	0519	23.5	5
59209	1991	0520	23.2	5.2
59209	1991	0521	23.6	5.3
59209	1991	0522	23.9	5.5
59209	1991	0523	23.7	5.7
59209	1991	0524	23.3	5.9
59209	1991	0525	23.5	6.1
59209	1991	0526	23.8	6.3
59209	1991	0527	23.2	6.5
59209	1991	0528	23.1	6.8
59209	1991	0529	22.9	7
59209	1991	0530	23.5	7.2
59209	1991	0531	24	7.4
59209	1991	0601	24.5	7.7
59209	1991	0602	24.3	7.9
59209	1991	0603	24.5	8.1
59209	1991	0604	24.7	8.3
59209	1991	0605	24.7	8.5
59209	1991	0606	24.5	8.6
59209	1991	0607	24.5	8.8
59209	1991	0608	25.1	8.9
59209	1991	0609	24.6	9.1
59209	1991	0610	24	9.2
59209	1991	0611	24.2	9.3
59209	1991	0612	24.2	9.3
59209	1991	0613	24.3	9.4
59209	1991	0614	24.1	9.4
59209	1991	0615	24.4	9.4
59209	1991	0616	24.7	9.4
59209	1991	0617	24.5	9.4
59209	1991	0618	24.7	9.3
59209	1991	0619	25.1	9.2
59209	1991	0620	25.2	9.1
59209	1991	0621	25.1	9
59209	1991	0622	25.2	8.9
59209	1991	0623	25.5	8.8
59209	1991	0624	25.2	8.7
59209	1991	0625	24.9	8.6
59209	1991	0626	24.7	8.4
59209	1991	0627	24.9	8.3
59209	1991	0628	25	8.2
59209	1991	0629	25	8
59209	1991	0630	25	7.9
59209	1991	0701	25.1	7.8
59209	1991	0702	25	7.7
59209	1991	0703	25	7.6
59209	1991	0704	24.9	7.6
59209	1991	0705	25.1	7.5
59209	1991	0706	25.2	7.5
59209	1991	0707	24.8	7.5
59209	1991	0708	24.7	7.5
59209	1991	0709	24.7	7.5
59209	1991	0710	24.8	7.6
59209	1991	0711	24.9	7.6
59209	1991	0712	25	7.7
59209	1991	0713	24.9	7.8
59209	1991	0714	24.7	7.9
59209	1991	0715	25	8
59209	1991	0716	24.8	8.2
59209	1991	0717	25	8.3
59209	1991	0718	25.2	8.5
59209	1991	0719	24.9	8.6
59209	1991	0720	24.7	8.8
59209	1991	0721	24.9	8.9
59209	1991	0722	24.8	9
59209	1991	0723	24.5	9.2
59209	1991	0724	24.4	9.3
59209	1991	0725	24.4	9.4
59209	1991	0726	24.4	9.5
59209	1991	0727	24.7	9.6
59209	1991	0728	24.7	9.7
59209	1991	0729	24.7	9.7
59209	1991	0730	24.7	9.8
59209	1991	0731	24.7	9.8
59209	1991	0801	24.5	9.8
59209	1991	0802	24.5	9.8
59209	1991	0803	24.5	9.7
59209	1991	0804	24.6	9.7
59209	1991	0805	24.7	9.6
59209	1991	0806	24.9	9.5
59209	1991	0807	24.7	9.4
59209	1991	0808	24.6	9.3
59209	1991	0809	24.6	9.2
59209	1991	0810	24.9	9
59209	1991	0811	25	8.9
59209	1991	0812	24.6	8.7
59209	1991	0813	24.7	8.6
59209	1991	0814	24.4	8.4
59209	1991	0815	24.4	8.2
59209	1991	0816	24	8.1
59209	1991	0817	24	7.9
59209	1991	0818	23.7	7.8
59209	1991	0819	23.9	7.6
59209	1991	0820	24.3	7.5
59209	1991	0821	24.3	7.3
59209	1991	0822	24.3	7.2
59209	1991	0823	24	7.1
59209	1991	0824	23.6	6.9
59209	1991	0825	24	6.8
59209	1991	0826	24.1	6.7
59209	1991	0827	23.8	6.6
59209	1991	0828	23.8	6.6
59209	1991	0829	23.8	6.5
59209	1991	0830	23.7	6.4
59209	1991	0831	23.9	6.3
59209	1991	0901	23.7	6.3
59209	1991	0902	23.8	6.2
59209	1991	0903	23.6	6.1
59209	1991	0904	23.5	6.1
59209	1991	0905	23.6	6
59209	1991	0906	23.8	5.9
59209	1991	0907	23.7	5.9
59209	1991	0908	23.5	5.8
59209	1991	0909	22.9	5.7
59209	1991	0910	23.1	5.6
59209	1991	0911	22.9	5.5
59209	1991	0912	23	5.4
59209	1991	0913	22.9	5.3
59209	1991	0914	22.8	5.2
59209	1991	0915	22.8	5.1
59209	1991	0916	22.8	5
59209	1991	0917	22.9	4.9
59209	1991	0918	22.8	4.8
59209	1991	0919	22.5	4.7
59209	1991	0920	22.1	4.5
59209	1991	0921	21.8	4.4
59209	1991	0922	21.5	4.3
59209	1991	0923	21.7	4.1
59209	1991	0924	21.9	4
59209	1991	0925	21.7	3.9
59209	1991	0926	21.4	3.8
59209	1991	0927	21.4	3.6
59209	1991	0928	21.7	3.5
59209	1991	0929	21.7	3.4
59209	1991	0930	21.5	3.3
59209	1991	1001	21.4	3.2
59209	1991	1002	21.7	3.1
59209	1991	1003	21.6	3
59209	1991	1004	21.3	3
59209	1991	1005	21	2.9
59209	1991	1006	20.3	2.8
59209	1991	1007	20.1	2.8
59209	1991	1008	20.3	2.7
59209	1991	1009	20.3	2.7
59209	1991	1010	20.3	2.6
59209	1991	1011	20.3	2.6
59209	1991	1012	20.4	2.6
59209	1991	1013	20.4	2.6
59209	1991	1014	20.1	2.6
59209	1991	1015	20.1	2.5
59209	1991	1016	19.9	2.5
59209	1991	1017	19.5	2.5
59209	1991	1018	19.5	2.5
59209	1991	1019	19.3	2.5
59209	1991	1020	19.1	2.5
59209	1991	1021	19.2	2.5
59209	1991	1022	19.1	2.5
59209	1991	1023	18.9	2.5
59209	1991	1024	18.8	2.4
59209	1991	1025	19.1	2.4
59209	1991	1026	18.8	2.4
59209	1991	1027	18.7	2.4
59209	1991	1028	18.4	2.3
59209	1991	1029	18.4	2.3
59209	1991	1030	18	2.3
59209	1991	1031	18	2.2
59209	1991	1101	17.6	2.2
59209	1991	1102	16.9	2.1
59209	1991	1103	16.1	2.1
59209	1991	1104	16.6	2
59209	1991	1105	16.9	2
59209	1991	1106	17.2	1.9
59209	1991	1107	17.9	1.8
59209	1991	1108	18.1	1.8
59209	1991	1109	17.7	1.7
59209	1991	1110	17.5	1.7
59209	1991	1111	17.4	1.6
59209	1991	1112	17.3	1.5
59209	1991	1113	16.8	1.5
59209	1991	1114	17.2	1.4
59209	1991	1115	16.9	1.3
59209	1991	1116	16.7	1.3
59209	1991	1117	16.5	1.2
59209	1991	1118	15.8	1.2
59209	1991	1119	15.4	1.1
59209	1991	1120	15.6	1
59209	1991	1121	15.1	1
59209	1991	1122	15.4	0.9
59209	1991	1123	15.8	0.9
59209	1991	1124	15.5	0.8
59209	1991	1125	14.9	0.8
59209	1991	1126	14.9	0.8
59209	1991	1127	15.1	0.7
59209	1991	1128	15.1	0.7
59209	1991	1129	15	0.7
59209	1991	1130	14.9	0.6
59209	1991	1201	14.7	0.6
59209	1991	1202	14.4	0.6
59209	1991	1203	13.7	0.6
59209	1991	1204	13.6	0.5
59209	1991	1205	13.8	0.5
59209	1991	1206	13.2	0.5
59209	1991	1207	13.1	0.5
59209	1991	1208	12.1	0.5
59209	1991	1209	12.2	0.5
59209	1991	1210	12.3	0.5
59209	1991	1211	12.6	0.5
59209	1991	1212	12.7	0.5
59209	1991	1213	12.6	0.6
59209	1991	1214	12.8	0.6
59209	1991	1215	12.4	0.6
59209	1991	1216	12.2	0.6
59209	1991	1217	11.9	0.7
59209	1991	1218	11.8	0.7
59209	1991	1219	11.5	0.7
59209	1991	1220	11.7	0.8
59209	1991	1221	12	0.8
59209	1991	1222	11.9	0.8
59209	1991	1223	11.7	0.9
59209	1991	1224	12.2	0.9
59209	1991	1225	11.9	0.9
59209	1991	1226	11.6	1
59209	1991	1227	11.2	1
59209	1991	1228	11.1	1
59209	1991	1229	11.7	1
59209	1991	1230	12	1.1
59209	1991	1231	11.4	1.1
59211	1991	0101	13.7	1.1
59211	1991	0102	13.7	1.1
59211	1991	0103	13.6	1.1
59211	1991	0104	13.6	1.1
59211	1991	0105	13.6	1.1
59211	1991	0106	13.5	1
59211	1991	0107	13.5	1
59211	1991	0108	13.5	1
59211	1991	0109	13.5	1
59211	1991	0110	13.4	1
59211	1991	0111	13.4	0.9
59211	1991	0112	13.4	0.9
59211	1991	0113	13.3	0.9
59211	1991	0114	13.3	0.9
59211	1991	0115	13.3	0.9
59211	1991	0116	13.3	0.8
59211	1991	0117	13.3	0.8
59211	1991	0118	13.3	0.8
59211	1991	0119	13.3	0.8
59211	1991	0120	13.3	0.7
59211	1991	0121	13.3	0.7
59211	1991	0122	13.3	0.7
59211	1991	0123	13.3	0.7
59211	1991	0124	13.3	0.7
59211	1991	0125	13.4	0.6
59211	1991	0126	13.4	0.6
59211	1991	0127	13.5	0.6
59211	1991	0128	13.6	0.6
59211	1991	0129	13.6	0.6
59211	1991	0130	13.7	0.6
59211	1991	0131	13.8	0.6
59211	1991	0201	13.9	0.5
59211	1991	0202	14	0.5
59211	1991	0203	14.1	0.5
59211	1991	0204	14.3	0.5
59211	1991	0205	14.4	0.5
59211	1991	0206	14.5	0.5
59211	1991	0207	14.7	0.5
59211	1991	0208	14.8	0.5
59211	1991	0209	15	0.5
59211	1991	0210	15.1	0.5
59211	1991	0211	15.3	0.5
59211	1991	0212	15.4	0.5
59211	1991	0213	15.6	0.5
59211	1991	0214	15.8	0.6
59211	1991	0215	15.9	0.6
59211	1991	0216	16.1	0.6
59211	1991	0217	16.2	0.6
59211	1991	0218	16.4	0.6
59211	1991	0219	16.5	0.6
59211	1991	0220	16.7	0.7
59211	1991	0221	16.8	0.7
59211	1991	0222	16.9	0.7
59211	1991	0223	17.1	0.7
59211	1991	0224	17.2	0.7
59211	1991	0225	17.3	0.8
59211	1991	0226	17.4	0.8
59211	1991	0227	17.5	0.8
59211	1991	0228	17.6	0.8
59211	1991	0229	17.6	0.8
59211	1991	0301	17.7	0.9
59211	1991	0302	17.8	0.9
59211	1991	0303	17.9	0.9
59211	1991	0304	18	0.9
59211	1991	0305	18.1	1
59211	1991	0306	18.2	1
59211	1991	0307	18.3	1
59211	1991	0308	18.3	1
59211	1991	0309	18.4	1
59211	1991	0310	18.5	1.1
59211	1991	0311	18.6	1.1
59211	1991	0312	18.7	1.1
59211	1991	0313	18.7	1.1
59211	1991	0314	18.8	1.1
59211	1991	0315	18.9	1.1
59211	1991	0316	19	1.1
59211	1991	0317	19.1	1.1
59211	1991	0318	19.2	1.1
59211	1991	0319	19.3	1.1
59211	1991	0320	19.4	1.1
59211	1991	0321	19.6	1.2
59211	1991	0322	19.7	1.2
59211	1991	0323	19.8	1.2
59211	1991	0324	20	1.2
59211	1991	0325	20.1	1.2
59211	1991	0326	20.3	1.2
59211	1991	0327	20.5	1.2
59211	1991	0328	20.6	1.2
59211	1991	0329	20.8	1.2
59211	1991	0330	21	1.2
59211	1991	0331	21.2	1.2
59211	1991	0401	21.3	1.3
59211	1991	0402	21.5	1.3
59211	1991	0403	21.7	1.3
59211	1991	0404	21.9	1.3
59211	1991	0405	22.1	1.3
59211	1991	0406	22.3	1.4
59211	1991	0407	22.5	1.4
59211	1991	0408	22.7	1.4
59211	1991	0409	22.9	1.5
59211	1991	0410	23.1	1.5
59211	1991	0411	23.3	1.5
59211	1991	0412	23.5	1.6
59211	1991	0413	23.7	1.6
59211	1991	0414	23.9	1.7
59211	1991	0415	24	1.7
59211	1991	0416	24.2	1.8
59211	1991	0417	24.4	1.8
59211	1991	0418	24.5	1.9
59211	1991	0419	24.7	1.9
59211	1991	0420	24.8	2
59211	1991	0421	25	2.1
59211	1991	0422	25.1	2.1
59211	1991	0423	25.2	2.2
59211	1991	0424	25.4	2.3
59211	1991	0425	25.5	2.4
59211	1991	0426	25.6	2.4
59211	1991	0427	25.7	2.5
59211	1991	0428	25.8	2.6
59211	1991	0429	25.9	2.7
59211	1991	0430	26	2.8
59211	1991	0501	26.1	2.9
59211	1991	0502	26.1	3
59211	1991	0503	26.2	3.1
59211	1991	0504	26.3	3.2
59211	1991	0505	26.3	3.3
59211	1991	0506	26.4	3.4
59211	1991	0507	26.4	3.5
59211	1991	0508	26.5	3.7
59211	1991	0509	26.5	3.8
59211	1991	0510	26.6	3.9
59211	1991	0511	26.6	4.1
59211	1991	0512	26.6	4.2
59211	1991	0513	26.7	4.3
59211	1991	0514	26.7	4.5
59211	1991	0515	26.7	4.6
59211	1991	0516	26.8	4.8
59211	1991	0517	26.8	4.9
59211	1991	0518	26.8	5.1
59211	1991	0519	26.9	5.2
59211	1991	0520	26.9	5.3
59211	1991	0521	26.9	5.5
59211	1991	0522	27	5.6
59211	1991	0523	27	5.8
59211	1991	0524	27	5.9
59211	1991	0525	27	6.1
59211	1991	0526	27.1	6.2
59211	1991	0527	27.1	6.3
59211	1991	0528	27.1	6.4
59211	1991	0529	27.2	6.6
59211	1991	0530	27.2	6.7
59211	1991	0531	27.2	6.8
59211	1991	0601	27.3	6.9
59211	1991	0602	27.3	7
59211	1991	0603	27.4	7.1
59211	1991	0604	27.4	7.1
59211	1991	0605	27.5	7.2
59211	1991	0606	27.5	7.3
59211	1991	0607	27.5	7.3
59211	1991	0608	27.6	7.4
59211	1991	0609	27.6	7.4
59211	1991	0610	27.7	7.4
59211	1991	0611	27.7	7.4
59211	1991	0612	27.8	7.5
59211	1991	0613	27.8	7.5
59211	1991	0614	27.9	7.5
59211	1991	0615	27.9	7.4
59211	1991	0616	28	7.4
59211	1991	0617	28	7.4
59211	1991	0618	28.1	7.4
59211	1991	0619	28.1	7.3
59211	1991	0620	28.2	7.3
59211	1991	0621	28.2	7.3
59211	1991	0622	28.3	7.2
59211	1991	0623	28.3	7.2
59211	1991	0624	28.3	7.1
59211	1991	0625	28.4	7.1
59211	1991	0626	28.4	7
59211	1991	0627	28.4	7
59211	1991	0628	28.5	6.9
59211	1991	0629	28.5	6.9
59211	1991	0630	28.5	6.9
59211	1991	0701	28.5	6.8
59211	1991	0702	28.5	6.8
59211	1991	0703	28.5	6.7
59211	1991	0704	28.5	6.7
59211	1991	0705	28.5	6.7
59211	1991	0706	28.5	6.7
59211	1991	0707	28.5	6.6
59211	1991	0708	28.5	6.6
59211	1991	0709	28.5	6.6
59211	1991	0710	28.5	6.6
59211	1991	0711	28.5	6.6
59211	1991	0712	28.5	6.5
59211	1991	0713	28.5	6.5
59211	1991	0714	28.4	6.5
59211	1991	0715	28.4	6.5
59211	1991	0716	28.4	6.5
59211	1991	0717	28.4	6.5
59211	1991	0718	28.4	6.5
59211	1991	0719	28.4	6.5
59211	1991	0720	28.3	6.5
59211	1991	0721	28.3	6.5
59211	1991	0722	28.3	6.5
59211	1991	0723	28.3	6.4
59211	1991	0724	28.3	6.4
59211	1991	0725	28.3	6.4
59211	1991	0726	28.3	6.4
59211	1991	0727	28.2	6.4
59211	1991	0728	28.2	6.3
59211	1991	0729	28.2	6.3
59211	1991	0730	28.2	6.3
59211	1991	0731	28.2	6.3
59211	1991	0801	28.2	6.2
59211	1991	0802	28.2	6.2
59211	1991	0803	28.2	6.2
59211	1991	0804	28.2	6.1
59211	1991	0805	28.2	6.1
59211	1991	0806	28.2	6
59211	1991	0807	28.2	6
59211	1991	0808	28.2	5.9
59211	1991	0809	28.2	5.9
59211	1991	0810	28.2	5.8
59211	1991	0811	28.2	5.8
59211	1991	0812	28.2	5.8
59211	1991	0813	28.1	5.7
59211	1991	0814	28.1	5.7
59211	1991	0815	28.1	5.6
59211	1991	0816	28.1	5.6
59211	1991	0817	28.1	5.5
59211	1991	0818	28.1	5.5
59211	1991	0819	28	5.4
59211	1991	0820	28	5.4
59211	1991	0821	28	5.3
59211	1991	0822	27.9	5.3
59211	1991	0823	27.9	5.3
59211	1991	0824	27.8	5.2
59211	1991	0825	27.8	5.2
59211	1991	0826	27.8	5.1
59211	1991	0827	27.7	5.1
59211	1991	0828	27.7	5
59211	1991	0829	27.6	4.9
59211	1991	0830	27.5	4.9
59211	1991	0831	27.5	4.8
59211	1991	0901	27.4	4.8
59211	1991	0902	27.4	4.7
59211	1991	0903	27.3	4.6
59211	1991	0904	27.2	4.6
59211	1991	0905	27.2	4.5
59211	1991	0906	27.1	4.4
59211	1991	0907	27	4.3
59211	1991	0908	27	4.2
59211	1991	0909	26.9	4.1
59211	1991	0910	26.8	4
59211	1991	0911	26.7	3.9
59211	1991	0912	26.7	3.8
59211	1991	0913	26.6	3.7
59211	1991	0914	26.5	3.6
59211	1991	0915	26.5	3.5
59211	1991	0916	26.4	3.4
59211	1991	0917	26.3	3.3
59211	1991	0918	26.2	3.2
59211	1991	0919	26.1	3.1
59211	1991	0920	26	3
59211	1991	0921	26	2.9
59211	1991	0922	25.9	2.8
59211	1991	0923	25.8	2.7
59211	1991	0924	25.7	2.6
59211	1991	0925	25.6	2.5
59211	1991	0926	25.5	2.4
59211	1991	0927	25.4	2.3
59211	1991	0928	25.3	2.3
59211	1991	0929	25.2	2.2
59211	1991	0930	25.1	2.2
59211	1991	1001	24.9	2.1
59211	1991	1002	24.8	2.1
59211	1991	1003	24.7	2.1
59211	1991	1004	24.6	2
59211	1991	1005	24.4	2
59211	1991	1006	24.3	2
59211	1991	1007	24.2	2
59211	1991	1008	24	2
59211	1991	1009	23.9	2
59211	1991	1010	23.8	2.1
59211	1991	1011	23.6	2.1
59211	1991	1012	23.5	2.1
59211	1991	1013	23.3	2.1
59211	1991	1014	23.2	2.2
59211	1991	1015	23.1	2.2
59211	1991	1016	22.9	2.3
59211	1991	1017	22.8	2.3
59211	1991	1018	22.6	2.3
59211	1991	1019	22.5	2.4
59211	1991	1020	22.4	2.4
59211	1991	1021	22.2	2.4
59211	1991	1022	22.1	2.4
59211	1991	1023	22	2.5
59211	1991	1024	21.9	2.5
59211	1991	1025	21.7	2.5
59211	1991	1026	21.6	2.5
59211	1991	1027	21.5	2.5
59211	1991	1028	21.4	2.5
59211	1991	1029	21.3	2.4
59211	1991	1030	21.2	2.4
59211	1991	1031	21	2.4
59211	1991	1101	20.9	2.3
59211	1991	1102	20.8	2.3
59211	1991	1103	20.7	2.2
59211	1991	1104	20.6	2.1
59211	1991	1105	20.5	2.1
59211	1991	1106	20.4	2
59211	1991	1107	20.3	1.9
59211	1991	1108	20.1	1.8
59211	1991	1109	20	1.7
59211	1991	1110	19.9	1.6
59211	1991	1111	19.8	1.6
59211	1991	1112	19.6	1.5
59211	1991	1113	19.5	1.4
59211	1991	1114	19.4	1.3
59211	1991	1115	19.2	1.2
59211	1991	1116	19.1	1.1
59211	1991	1117	18.9	1
59211	1991	1118	18.8	0.9
59211	1991	1119	18.6	0.8
59211	1991	1120	18.5	0.8
59211	1991	1121	18.3	0.7
