stacode	iyear	idate	T_AVE	R
57859	1991	0101	6.5	2.6
57859	1991	0102	6.4	2.6
57859	1991	0103	6.3	2.7
57859	1991	0104	6.2	2.7
57859	1991	0105	6.2	2.7
57859	1991	0106	6.1	2.7
57859	1991	0107	6	2.6
57859	1991	0108	5.9	2.6
57859	1991	0109	5.9	2.6
57859	1991	0110	5.8	2.6
57859	1991	0111	5.7	2.5
57859	1991	0112	5.7	2.5
57859	1991	0113	5.6	2.5
57859	1991	0114	5.6	2.4
57859	1991	0115	5.6	2.4
57859	1991	0116	5.5	2.4
57859	1991	0117	5.5	2.3
57859	1991	0118	5.5	2.3
57859	1991	0119	5.5	2.3
57859	1991	0120	5.5	2.3
57859	1991	0121	5.6	2.3
57859	1991	0122	5.6	2.3
57859	1991	0123	5.6	2.3
57859	1991	0124	5.7	2.3
57859	1991	0125	5.8	2.3
57859	1991	0126	5.8	2.3
57859	1991	0127	5.9	2.3
57859	1991	0128	6	2.4
57859	1991	0129	6.1	2.4
57859	1991	0130	6.2	2.5
57859	1991	0131	6.3	2.5
57859	1991	0201	6.4	2.6
57859	1991	0202	6.6	2.7
57859	1991	0203	6.7	2.7
57859	1991	0204	6.8	2.8
57859	1991	0205	7	2.9
57859	1991	0206	7.1	2.9
57859	1991	0207	7.3	3
57859	1991	0208	7.4	3.1
57859	1991	0209	7.6	3.1
57859	1991	0210	7.7	3.2
57859	1991	0211	7.8	3.3
57859	1991	0212	8	3.3
57859	1991	0213	8.1	3.4
57859	1991	0214	8.3	3.4
57859	1991	0215	8.4	3.5
57859	1991	0216	8.6	3.5
57859	1991	0217	8.7	3.5
57859	1991	0218	8.8	3.6
57859	1991	0219	8.9	3.6
57859	1991	0220	9.1	3.7
57859	1991	0221	9.2	3.7
57859	1991	0222	9.3	3.7
57859	1991	0223	9.4	3.7
57859	1991	0224	9.5	3.8
57859	1991	0225	9.6	3.8
57859	1991	0226	9.7	3.8
57859	1991	0227	9.9	3.9
57859	1991	0228	10	3.9
57859	1991	0229	10	3.9
57859	1991	0301	10.1	4
57859	1991	0302	10.2	4
57859	1991	0303	10.3	4
57859	1991	0304	10.4	4.1
57859	1991	0305	10.5	4.1
57859	1991	0306	10.6	4.2
57859	1991	0307	10.7	4.3
57859	1991	0308	10.8	4.3
57859	1991	0309	10.9	4.4
57859	1991	0310	11	4.4
57859	1991	0311	11.2	4.5
57859	1991	0312	11.3	4.6
57859	1991	0313	11.4	4.6
57859	1991	0314	11.6	4.7
57859	1991	0315	11.7	4.8
57859	1991	0316	11.9	4.8
57859	1991	0317	12	4.9
57859	1991	0318	12.2	5
57859	1991	0319	12.3	5
57859	1991	0320	12.5	5.1
57859	1991	0321	12.7	5.1
57859	1991	0322	12.9	5.1
57859	1991	0323	13	5.2
57859	1991	0324	13.2	5.2
57859	1991	0325	13.4	5.2
57859	1991	0326	13.6	5.2
57859	1991	0327	13.8	5.3
57859	1991	0328	14	5.3
57859	1991	0329	14.2	5.3
57859	1991	0330	14.4	5.3
57859	1991	0331	14.6	5.3
57859	1991	0401	14.8	5.3
57859	1991	0402	15.1	5.3
57859	1991	0403	15.3	5.3
57859	1991	0404	15.5	5.3
57859	1991	0405	15.7	5.3
57859	1991	0406	15.9	5.3
57859	1991	0407	16.1	5.3
57859	1991	0408	16.3	5.3
57859	1991	0409	16.5	5.4
57859	1991	0410	16.7	5.4
57859	1991	0411	16.9	5.5
57859	1991	0412	17.1	5.6
57859	1991	0413	17.3	5.6
57859	1991	0414	17.5	5.7
57859	1991	0415	17.7	5.8
57859	1991	0416	17.8	6
57859	1991	0417	18	6.1
57859	1991	0418	18.2	6.3
57859	1991	0419	18.3	6.4
57859	1991	0420	18.5	6.6
57859	1991	0421	18.7	6.8
57859	1991	0422	18.8	7
57859	1991	0423	19	7.2
57859	1991	0424	19.1	7.4
57859	1991	0425	19.3	7.7
57859	1991	0426	19.4	7.9
57859	1991	0427	19.5	8.1
57859	1991	0428	19.6	8.3
57859	1991	0429	19.8	8.6
57859	1991	0430	19.9	8.8
57859	1991	0501	20	9
57859	1991	0502	20.1	9.2
57859	1991	0503	20.2	9.4
57859	1991	0504	20.3	9.6
57859	1991	0505	20.4	9.8
57859	1991	0506	20.6	9.9
57859	1991	0507	20.7	10
57859	1991	0508	20.8	10.2
57859	1991	0509	20.8	10.3
57859	1991	0510	20.9	10.3
57859	1991	0511	21	10.4
57859	1991	0512	21.1	10.4
57859	1991	0513	21.2	10.5
57859	1991	0514	21.3	10.5
57859	1991	0515	21.4	10.5
57859	1991	0516	21.5	10.4
57859	1991	0517	21.6	10.4
57859	1991	0518	21.7	10.3
57859	1991	0519	21.8	10.3
57859	1991	0520	21.9	10.2
57859	1991	0521	22	10.1
57859	1991	0522	22.1	10
57859	1991	0523	22.2	10
57859	1991	0524	22.3	9.9
57859	1991	0525	22.4	9.8
57859	1991	0526	22.5	9.7
57859	1991	0527	22.6	9.7
57859	1991	0528	22.7	9.6
57859	1991	0529	22.8	9.6
57859	1991	0530	22.9	9.5
57859	1991	0531	23	9.5
57859	1991	0601	23.1	9.5
57859	1991	0602	23.2	9.5
57859	1991	0603	23.3	9.6
57859	1991	0604	23.4	9.6
57859	1991	0605	23.5	9.7
57859	1991	0606	23.6	9.8
57859	1991	0607	23.7	9.9
57859	1991	0608	23.9	10
57859	1991	0609	24	10.1
57859	1991	0610	24.1	10.2
57859	1991	0611	24.2	10.4
57859	1991	0612	24.3	10.5
57859	1991	0613	24.4	10.7
57859	1991	0614	24.5	10.8
57859	1991	0615	24.6	11
57859	1991	0616	24.7	11.1
57859	1991	0617	24.8	11.3
57859	1991	0618	24.9	11.4
57859	1991	0619	25	11.5
57859	1991	0620	25.1	11.6
57859	1991	0621	25.1	11.7
57859	1991	0622	25.2	11.8
57859	1991	0623	25.3	11.8
57859	1991	0624	25.4	11.8
57859	1991	0625	25.5	11.8
57859	1991	0626	25.5	11.8
57859	1991	0627	25.6	11.7
57859	1991	0628	25.7	11.6
57859	1991	0629	25.7	11.5
57859	1991	0630	25.8	11.3
57859	1991	0701	25.8	11.1
57859	1991	0702	25.9	10.9
57859	1991	0703	25.9	10.7
57859	1991	0704	26	10.4
57859	1991	0705	26	10.1
57859	1991	0706	26.1	9.9
57859	1991	0707	26.1	9.5
57859	1991	0708	26.2	9.2
57859	1991	0709	26.2	8.9
57859	1991	0710	26.3	8.6
57859	1991	0711	26.3	8.2
57859	1991	0712	26.3	7.9
57859	1991	0713	26.4	7.5
57859	1991	0714	26.4	7.2
57859	1991	0715	26.4	6.9
57859	1991	0716	26.5	6.6
57859	1991	0717	26.5	6.3
57859	1991	0718	26.5	6
57859	1991	0719	26.6	5.8
57859	1991	0720	26.6	5.6
57859	1991	0721	26.6	5.4
57859	1991	0722	26.6	5.2
57859	1991	0723	26.7	5
57859	1991	0724	26.7	4.9
57859	1991	0725	26.7	4.8
57859	1991	0726	26.7	4.7
57859	1991	0727	26.7	4.7
57859	1991	0728	26.7	4.6
57859	1991	0729	26.7	4.6
57859	1991	0730	26.7	4.6
57859	1991	0731	26.7	4.7
57859	1991	0801	26.7	4.7
57859	1991	0802	26.7	4.7
57859	1991	0803	26.7	4.8
57859	1991	0804	26.7	4.9
57859	1991	0805	26.6	5
57859	1991	0806	26.6	5
57859	1991	0807	26.6	5.1
57859	1991	0808	26.5	5.2
57859	1991	0809	26.5	5.2
57859	1991	0810	26.4	5.3
57859	1991	0811	26.4	5.3
57859	1991	0812	26.3	5.4
57859	1991	0813	26.3	5.4
57859	1991	0814	26.2	5.4
57859	1991	0815	26.1	5.4
57859	1991	0816	26.1	5.3
57859	1991	0817	26	5.3
57859	1991	0818	25.9	5.2
57859	1991	0819	25.8	5.1
57859	1991	0820	25.7	5
57859	1991	0821	25.7	4.9
57859	1991	0822	25.6	4.8
57859	1991	0823	25.5	4.6
57859	1991	0824	25.4	4.5
57859	1991	0825	25.3	4.3
57859	1991	0826	25.2	4.1
57859	1991	0827	25.1	4
57859	1991	0828	25	3.8
57859	1991	0829	24.9	3.6
57859	1991	0830	24.8	3.4
57859	1991	0831	24.7	3.2
57859	1991	0901	24.6	3
57859	1991	0902	24.5	2.9
57859	1991	0903	24.5	2.7
57859	1991	0904	24.4	2.6
57859	1991	0905	24.3	2.4
57859	1991	0906	24.1	2.3
57859	1991	0907	24	2.2
57859	1991	0908	23.9	2.1
57859	1991	0909	23.8	2
57859	1991	0910	23.7	2
57859	1991	0911	23.6	1.9
57859	1991	0912	23.5	1.9
57859	1991	0913	23.4	1.9
57859	1991	0914	23.2	1.9
57859	1991	0915	23.1	1.9
57859	1991	0916	23	1.9
57859	1991	0917	22.8	1.9
57859	1991	0918	22.7	2
57859	1991	0919	22.5	2
57859	1991	0920	22.4	2.1
57859	1991	0921	22.2	2.1
57859	1991	0922	22.1	2.2
57859	1991	0923	21.9	2.3
57859	1991	0924	21.7	2.3
57859	1991	0925	21.6	2.4
57859	1991	0926	21.4	2.4
57859	1991	0927	21.2	2.5
57859	1991	0928	21	2.5
57859	1991	0929	20.9	2.5
57859	1991	0930	20.7	2.6
57859	1991	1001	20.5	2.6
57859	1991	1002	20.3	2.6
57859	1991	1003	20.1	2.6
57859	1991	1004	20	2.6
57859	1991	1005	19.8	2.6
57859	1991	1006	19.6	2.5
57859	1991	1007	19.4	2.5
57859	1991	1008	19.2	2.5
57859	1991	1009	19.1	2.4
57859	1991	1010	18.9	2.4
57859	1991	1011	18.7	2.3
57859	1991	1012	18.6	2.3
57859	1991	1013	18.4	2.2
57859	1991	1014	18.3	2.2
57859	1991	1015	18.1	2.1
57859	1991	1016	18	2.1
57859	1991	1017	17.8	2.1
57859	1991	1018	17.7	2
57859	1991	1019	17.5	2
57859	1991	1020	17.4	2
57859	1991	1021	17.3	2
57859	1991	1022	17.1	2
57859	1991	1023	17	2
57859	1991	1024	16.9	2.1
57859	1991	1025	16.7	2.1
57859	1991	1026	16.6	2.2
57859	1991	1027	16.5	2.2
57859	1991	1028	16.4	2.3
57859	1991	1029	16.2	2.3
57859	1991	1030	16.1	2.4
57859	1991	1031	15.9	2.5
57859	1991	1101	15.8	2.6
57859	1991	1102	15.7	2.7
57859	1991	1103	15.5	2.7
57859	1991	1104	15.3	2.8
57859	1991	1105	15.2	2.9
57859	1991	1106	15	3
57859	1991	1107	14.8	3
57859	1991	1108	14.7	3.1
57859	1991	1109	14.5	3.1
57859	1991	1110	14.3	3.2
57859	1991	1111	14.1	3.2
57859	1991	1112	13.9	3.2
57859	1991	1113	13.7	3.2
57859	1991	1114	13.5	3.2
57859	1991	1115	13.2	3.2
57859	1991	1116	13	3.2
57859	1991	1117	12.8	3.1
57859	1991	1118	12.6	3.1
57859	1991	1119	12.3	3
57859	1991	1120	12.1	2.9
57859	1991	1121	11.9	2.8
57859	1991	1122	11.7	2.7
57859	1991	1123	11.4	2.6
57859	1991	1124	11.2	2.5
57859	1991	1125	11	2.4
57859	1991	1126	10.8	2.3
57859	1991	1127	10.6	2.1
57859	1991	1128	10.4	2
57859	1991	1129	10.2	1.9
57859	1991	1130	10	1.8
57859	1991	1201	9.8	1.7
57859	1991	1202	9.6	1.6
57859	1991	1203	9.4	1.5
57859	1991	1204	9.3	1.4
57859	1991	1205	9.1	1.4
57859	1991	1206	8.9	1.3
57859	1991	1207	8.8	1.3
57859	1991	1208	8.7	1.2
57859	1991	1209	8.5	1.2
57859	1991	1210	8.4	1.2
57859	1991	1211	8.3	1.2
57859	1991	1212	8.2	1.3
57859	1991	1213	8.1	1.3
57859	1991	1214	8	1.3
57859	1991	1215	7.9	1.4
57859	1991	1216	7.8	1.5
57859	1991	1217	7.7	1.5
57859	1991	1218	7.6	1.6
57859	1991	1219	7.5	1.7
57859	1991	1220	7.5	1.8
57859	1991	1221	7.4	1.9
57859	1991	1222	7.3	2
57859	1991	1223	7.2	2
57859	1991	1224	7.1	2.1
57859	1991	1225	7.1	2.2
57859	1991	1226	7	2.3
57859	1991	1227	6.9	2.4
57859	1991	1228	6.8	2.4
57859	1991	1229	6.7	2.5
57859	1991	1230	6.7	2.5
57859	1991	1231	6.6	2.6
57927	1991	0101	11.9	1
57927	1991	0102	11.8	1
57927	1991	0103	11.8	1
57927	1991	0104	11.7	1
57927	1991	0105	11.7	1
57927	1991	0106	11.6	1
57927	1991	0107	11.6	0.9
57927	1991	0108	11.5	0.9
57927	1991	0109	11.5	0.9
57927	1991	0110	11.4	0.9
57927	1991	0111	11.4	0.9
57927	1991	0112	11.3	0.8
57927	1991	0113	11.3	0.8
57927	1991	0114	11.2	0.8
57927	1991	0115	11.2	0.8
57927	1991	0116	11.2	0.7
57927	1991	0117	11.2	0.7
57927	1991	0118	11.2	0.7
57927	1991	0119	11.2	0.7
57927	1991	0120	11.2	0.7
57927	1991	0121	11.2	0.7
57927	1991	0122	11.2	0.7
57927	1991	0123	11.2	0.6
57927	1991	0124	11.3	0.6
57927	1991	0125	11.3	0.6
57927	1991	0126	11.4	0.6
57927	1991	0127	11.4	0.7
57927	1991	0128	11.5	0.7
57927	1991	0129	11.6	0.7
57927	1991	0130	11.7	0.7
57927	1991	0131	11.8	0.7
57927	1991	0201	11.9	0.7
57927	1991	0202	12	0.7
57927	1991	0203	12.1	0.7
57927	1991	0204	12.2	0.8
57927	1991	0205	12.3	0.8
57927	1991	0206	12.5	0.8
57927	1991	0207	12.6	0.8
57927	1991	0208	12.7	0.8
57927	1991	0209	12.9	0.8
57927	1991	0210	13	0.8
57927	1991	0211	13.2	0.9
57927	1991	0212	13.3	0.9
57927	1991	0213	13.5	0.9
57927	1991	0214	13.6	0.9
57927	1991	0215	13.8	0.9
57927	1991	0216	13.9	0.9
57927	1991	0217	14.1	0.9
57927	1991	0218	14.2	0.9
57927	1991	0219	14.3	0.9
57927	1991	0220	14.5	0.9
57927	1991	0221	14.6	1
57927	1991	0222	14.7	1
57927	1991	0223	14.8	1
57927	1991	0224	14.9	1
57927	1991	0225	15.1	1
57927	1991	0226	15.2	1
57927	1991	0227	15.3	1
57927	1991	0228	15.4	1.1
57927	1991	0229	15.4	1.1
57927	1991	0301	15.5	1.1
57927	1991	0302	15.6	1.1
57927	1991	0303	15.7	1.1
57927	1991	0304	15.8	1.2
57927	1991	0305	15.8	1.2
57927	1991	0306	15.9	1.2
57927	1991	0307	16	1.3
57927	1991	0308	16.1	1.3
57927	1991	0309	16.2	1.3
57927	1991	0310	16.3	1.4
57927	1991	0311	16.4	1.4
57927	1991	0312	16.5	1.5
57927	1991	0313	16.6	1.5
57927	1991	0314	16.7	1.6
57927	1991	0315	16.8	1.6
57927	1991	0316	16.9	1.7
57927	1991	0317	17	1.7
57927	1991	0318	17.2	1.8
57927	1991	0319	17.3	1.8
57927	1991	0320	17.4	1.9
57927	1991	0321	17.5	1.9
57927	1991	0322	17.7	2
57927	1991	0323	17.8	2
57927	1991	0324	18	2
57927	1991	0325	18.1	2.1
57927	1991	0326	18.3	2.1
57927	1991	0327	18.5	2.2
57927	1991	0328	18.6	2.2
57927	1991	0329	18.8	2.2
57927	1991	0330	19	2.2
57927	1991	0331	19.1	2.3
57927	1991	0401	19.3	2.3
57927	1991	0402	19.5	2.3
57927	1991	0403	19.7	2.3
57927	1991	0404	19.9	2.4
57927	1991	0405	20	2.4
57927	1991	0406	20.2	2.4
57927	1991	0407	20.4	2.4
57927	1991	0408	20.6	2.4
57927	1991	0409	20.8	2.4
57927	1991	0410	20.9	2.5
57927	1991	0411	21.1	2.5
57927	1991	0412	21.3	2.5
57927	1991	0413	21.4	2.5
57927	1991	0414	21.6	2.6
57927	1991	0415	21.7	2.6
57927	1991	0416	21.9	2.6
57927	1991	0417	22	2.7
57927	1991	0418	22.2	2.8
57927	1991	0419	22.3	2.8
57927	1991	0420	22.5	2.9
57927	1991	0421	22.6	3
57927	1991	0422	22.7	3.1
57927	1991	0423	22.8	3.1
57927	1991	0424	22.9	3.3
57927	1991	0425	23.1	3.4
57927	1991	0426	23.2	3.5
57927	1991	0427	23.3	3.6
57927	1991	0428	23.4	3.8
57927	1991	0429	23.4	3.9
57927	1991	0430	23.5	4.1
57927	1991	0501	23.6	4.2
57927	1991	0502	23.7	4.4
57927	1991	0503	23.8	4.6
57927	1991	0504	23.8	4.7
57927	1991	0505	23.9	4.9
57927	1991	0506	24	5.1
57927	1991	0507	24	5.3
57927	1991	0508	24.1	5.5
57927	1991	0509	24.2	5.7
57927	1991	0510	24.2	5.9
57927	1991	0511	24.3	6.1
57927	1991	0512	24.3	6.3
57927	1991	0513	24.4	6.5
57927	1991	0514	24.4	6.7
57927	1991	0515	24.5	6.9
57927	1991	0516	24.5	7
57927	1991	0517	24.6	7.2
57927	1991	0518	24.6	7.4
57927	1991	0519	24.7	7.6
57927	1991	0520	24.7	7.7
57927	1991	0521	24.8	7.9
57927	1991	0522	24.8	8
57927	1991	0523	24.9	8.1
57927	1991	0524	24.9	8.3
57927	1991	0525	25	8.4
57927	1991	0526	25.1	8.5
57927	1991	0527	25.1	8.6
57927	1991	0528	25.2	8.7
57927	1991	0529	25.2	8.8
57927	1991	0530	25.3	8.9
57927	1991	0531	25.3	8.9
57927	1991	0601	25.4	9
57927	1991	0602	25.5	9.1
57927	1991	0603	25.5	9.2
57927	1991	0604	25.6	9.2
57927	1991	0605	25.7	9.3
57927	1991	0606	25.7	9.3
57927	1991	0607	25.8	9.4
57927	1991	0608	25.8	9.4
57927	1991	0609	25.9	9.5
57927	1991	0610	26	9.5
57927	1991	0611	26	9.6
57927	1991	0612	26.1	9.6
57927	1991	0613	26.2	9.6
57927	1991	0614	26.2	9.7
57927	1991	0615	26.3	9.7
57927	1991	0616	26.4	9.8
57927	1991	0617	26.4	9.8
57927	1991	0618	26.5	9.9
57927	1991	0619	26.5	9.9
57927	1991	0620	26.6	9.9
57927	1991	0621	26.6	10
57927	1991	0622	26.7	10
57927	1991	0623	26.7	10
57927	1991	0624	26.8	10
57927	1991	0625	26.8	10
57927	1991	0626	26.9	10
57927	1991	0627	26.9	10
57927	1991	0628	26.9	10
57927	1991	0629	27	10
57927	1991	0630	27	10
57927	1991	0701	27	9.9
57927	1991	0702	27.1	9.9
57927	1991	0703	27.1	9.8
57927	1991	0704	27.1	9.8
57927	1991	0705	27.1	9.7
57927	1991	0706	27.1	9.6
57927	1991	0707	27.2	9.5
57927	1991	0708	27.2	9.4
57927	1991	0709	27.2	9.3
57927	1991	0710	27.2	9.1
57927	1991	0711	27.2	9
57927	1991	0712	27.2	8.9
57927	1991	0713	27.2	8.7
57927	1991	0714	27.2	8.5
57927	1991	0715	27.2	8.4
57927	1991	0716	27.3	8.2
57927	1991	0717	27.3	8.1
57927	1991	0718	27.3	7.9
57927	1991	0719	27.3	7.7
57927	1991	0720	27.3	7.6
57927	1991	0721	27.3	7.4
57927	1991	0722	27.3	7.3
57927	1991	0723	27.3	7.1
57927	1991	0724	27.3	7
57927	1991	0725	27.3	6.9
57927	1991	0726	27.3	6.7
57927	1991	0727	27.3	6.6
57927	1991	0728	27.3	6.5
57927	1991	0729	27.3	6.4
57927	1991	0730	27.3	6.3
57927	1991	0731	27.3	6.2
57927	1991	0801	27.3	6.2
57927	1991	0802	27.3	6.1
57927	1991	0803	27.3	6.1
57927	1991	0804	27.3	6
57927	1991	0805	27.3	6
57927	1991	0806	27.3	5.9
57927	1991	0807	27.3	5.9
57927	1991	0808	27.3	5.9
57927	1991	0809	27.3	5.9
57927	1991	0810	27.3	5.9
57927	1991	0811	27.2	5.9
57927	1991	0812	27.2	5.9
57927	1991	0813	27.2	5.8
57927	1991	0814	27.2	5.8
57927	1991	0815	27.1	5.8
57927	1991	0816	27.1	5.8
57927	1991	0817	27.1	5.8
57927	1991	0818	27.1	5.8
57927	1991	0819	27	5.7
57927	1991	0820	27	5.7
57927	1991	0821	26.9	5.6
57927	1991	0822	26.9	5.6
57927	1991	0823	26.9	5.5
57927	1991	0824	26.8	5.5
57927	1991	0825	26.8	5.4
57927	1991	0826	26.7	5.3
57927	1991	0827	26.7	5.2
57927	1991	0828	26.6	5.2
57927	1991	0829	26.6	5.1
57927	1991	0830	26.5	5
57927	1991	0831	26.4	4.9
57927	1991	0901	26.4	4.8
57927	1991	0902	26.3	4.7
57927	1991	0903	26.3	4.6
57927	1991	0904	26.2	4.5
57927	1991	0905	26.1	4.4
57927	1991	0906	26.1	4.3
57927	1991	0907	26	4.2
57927	1991	0908	25.9	4.1
57927	1991	0909	25.9	4
57927	1991	0910	25.8	4
57927	1991	0911	25.7	3.9
57927	1991	0912	25.6	3.8
57927	1991	0913	25.5	3.8
57927	1991	0914	25.4	3.7
57927	1991	0915	25.4	3.7
57927	1991	0916	25.3	3.6
57927	1991	0917	25.2	3.6
57927	1991	0918	25.1	3.6
57927	1991	0919	25	3.5
57927	1991	0920	24.9	3.5
57927	1991	0921	24.8	3.5
57927	1991	0922	24.6	3.5
57927	1991	0923	24.5	3.4
57927	1991	0924	24.4	3.4
57927	1991	0925	24.3	3.4
57927	1991	0926	24.2	3.4
57927	1991	0927	24	3.4
57927	1991	0928	23.9	3.3
57927	1991	0929	23.8	3.3
57927	1991	0930	23.6	3.3
57927	1991	1001	23.5	3.3
57927	1991	1002	23.4	3.2
57927	1991	1003	23.2	3.2
57927	1991	1004	23.1	3.2
57927	1991	1005	22.9	3.1
57927	1991	1006	22.8	3.1
57927	1991	1007	22.6	3
57927	1991	1008	22.5	3
57927	1991	1009	22.3	2.9
57927	1991	1010	22.2	2.8
57927	1991	1011	22	2.8
57927	1991	1012	21.9	2.7
57927	1991	1013	21.8	2.6
57927	1991	1014	21.6	2.6
57927	1991	1015	21.5	2.5
57927	1991	1016	21.4	2.4
57927	1991	1017	21.2	2.4
57927	1991	1018	21.1	2.3
57927	1991	1019	21	2.2
57927	1991	1020	20.9	2.2
57927	1991	1021	20.7	2.1
57927	1991	1022	20.6	2
57927	1991	1023	20.5	2
57927	1991	1024	20.4	1.9
57927	1991	1025	20.3	1.9
57927	1991	1026	20.2	1.9
57927	1991	1027	20.1	1.8
57927	1991	1028	20	1.8
57927	1991	1029	19.9	1.7
57927	1991	1030	19.8	1.7
57927	1991	1031	19.7	1.7
57927	1991	1101	19.6	1.7
57927	1991	1102	19.4	1.6
57927	1991	1103	19.3	1.6
57927	1991	1104	19.2	1.6
57927	1991	1105	19.1	1.6
57927	1991	1106	19	1.6
57927	1991	1107	18.9	1.5
57927	1991	1108	18.7	1.5
57927	1991	1109	18.6	1.5
57927	1991	1110	18.5	1.5
57927	1991	1111	18.3	1.4
57927	1991	1112	18.2	1.4
57927	1991	1113	18.1	1.4
57927	1991	1114	17.9	1.3
57927	1991	1115	17.7	1.3
57927	1991	1116	17.6	1.3
57927	1991	1117	17.4	1.2
57927	1991	1118	17.3	1.2
57927	1991	1119	17.1	1.1
57927	1991	1120	16.9	1.1
57927	1991	1121	16.7	1
57927	1991	1122	16.5	1
57927	1991	1123	16.4	0.9
57927	1991	1124	16.2	0.9
57927	1991	1125	16	0.8
57927	1991	1126	15.8	0.8
57927	1991	1127	15.6	0.7
57927	1991	1128	15.4	0.7
57927	1991	1129	15.3	0.6
57927	1991	1130	15.1	0.6
57927	1991	1201	14.9	0.5
57927	1991	1202	14.7	0.5
57927	1991	1203	14.6	0.5
57927	1991	1204	14.4	0.5
57927	1991	1205	14.3	0.4
57927	1991	1206	14.1	0.4
57927	1991	1207	14	0.4
57927	1991	1208	13.8	0.4
57927	1991	1209	13.7	0.4
57927	1991	1210	13.6	0.4
57927	1991	1211	13.4	0.5
57927	1991	1212	13.3	0.5
57927	1991	1213	13.2	0.5
57927	1991	1214	13.1	0.5
57927	1991	1215	13	0.6
57927	1991	1216	12.9	0.6
57927	1991	1217	12.8	0.6
57927	1991	1218	12.7	0.7
57927	1991	1219	12.7	0.7
57927	1991	1220	12.6	0.8
57927	1991	1221	12.5	0.8
57927	1991	1222	12.5	0.8
57927	1991	1223	12.4	0.9
57927	1991	1224	12.3	0.9
57927	1991	1225	12.3	0.9
57927	1991	1226	12.2	0.9
57927	1991	1227	12.2	1
57927	1991	1228	12.1	1
57927	1991	1229	12	1
57927	1991	1230	12	1
57927	1991	1231	11.9	1
57941	1991	0101	8	1.8
57941	1991	0102	8	1.8
57941	1991	0103	7.9	1.8
57941	1991	0104	7.8	1.9
57941	1991	0105	7.7	1.9
57941	1991	0106	7.6	1.9
57941	1991	0107	7.5	1.9
57941	1991	0108	7.5	1.8
57941	1991	0109	7.4	1.8
57941	1991	0110	7.3	1.8
57941	1991	0111	7.3	1.8
57941	1991	0112	7.2	1.8
57941	1991	0113	7.2	1.8
57941	1991	0114	7.1	1.7
57941	1991	0115	7.1	1.7
57941	1991	0116	7.1	1.7
57941	1991	0117	7.1	1.7
57941	1991	0118	7.1	1.7
57941	1991	0119	7.1	1.6
57941	1991	0120	7.1	1.6
57941	1991	0121	7.1	1.6
57941	1991	0122	7.2	1.6
57941	1991	0123	7.2	1.6
57941	1991	0124	7.3	1.6
57941	1991	0125	7.3	1.6
57941	1991	0126	7.4	1.6
57941	1991	0127	7.5	1.7
57941	1991	0128	7.6	1.7
57941	1991	0129	7.7	1.7
57941	1991	0130	7.8	1.7
57941	1991	0131	7.9	1.8
57941	1991	0201	8.1	1.8
57941	1991	0202	8.2	1.8
57941	1991	0203	8.3	1.9
57941	1991	0204	8.5	1.9
57941	1991	0205	8.6	1.9
57941	1991	0206	8.8	2
57941	1991	0207	8.9	2
57941	1991	0208	9	2.1
57941	1991	0209	9.2	2.1
57941	1991	0210	9.3	2.1
57941	1991	0211	9.5	2.2
57941	1991	0212	9.6	2.2
57941	1991	0213	9.8	2.3
57941	1991	0214	9.9	2.3
57941	1991	0215	10.1	2.3
57941	1991	0216	10.2	2.4
57941	1991	0217	10.3	2.4
57941	1991	0218	10.4	2.4
57941	1991	0219	10.6	2.4
57941	1991	0220	10.7	2.5
57941	1991	0221	10.8	2.5
57941	1991	0222	10.9	2.5
57941	1991	0223	11	2.5
57941	1991	0224	11.1	2.6
57941	1991	0225	11.2	2.6
57941	1991	0226	11.3	2.6
57941	1991	0227	11.4	2.6
57941	1991	0228	11.5	2.6
57941	1991	0229	11.5	2.6
57941	1991	0301	11.6	2.7
57941	1991	0302	11.7	2.7
57941	1991	0303	11.8	2.7
57941	1991	0304	11.9	2.7
57941	1991	0305	12	2.8
57941	1991	0306	12.1	2.8
57941	1991	0307	12.2	2.8
57941	1991	0308	12.3	2.9
57941	1991	0309	12.4	2.9
57941	1991	0310	12.5	3
57941	1991	0311	12.6	3
57941	1991	0312	12.8	3.1
57941	1991	0313	12.9	3.1
57941	1991	0314	13	3.2
57941	1991	0315	13.2	3.2
57941	1991	0316	13.3	3.3
57941	1991	0317	13.4	3.3
57941	1991	0318	13.6	3.4
57941	1991	0319	13.8	3.4
57941	1991	0320	13.9	3.5
57941	1991	0321	14.1	3.5
57941	1991	0322	14.3	3.6
57941	1991	0323	14.4	3.6
57941	1991	0324	14.6	3.7
57941	1991	0325	14.8	3.7
57941	1991	0326	15	3.8
57941	1991	0327	15.2	3.8
57941	1991	0328	15.4	3.9
57941	1991	0329	15.6	3.9
57941	1991	0330	15.8	4
57941	1991	0331	16	4
57941	1991	0401	16.2	4
57941	1991	0402	16.4	4.1
57941	1991	0403	16.6	4.1
57941	1991	0404	16.8	4.2
57941	1991	0405	17	4.2
57941	1991	0406	17.2	4.2
57941	1991	0407	17.4	4.3
57941	1991	0408	17.6	4.3
57941	1991	0409	17.8	4.4
57941	1991	0410	18	4.4
57941	1991	0411	18.2	4.5
57941	1991	0412	18.4	4.5
57941	1991	0413	18.6	4.6
57941	1991	0414	18.8	4.7
57941	1991	0415	19	4.7
57941	1991	0416	19.1	4.8
57941	1991	0417	19.3	4.9
57941	1991	0418	19.5	5
57941	1991	0419	19.6	5.1
